"","name","pval","adj_pval","significance"
"ENSMUSG00000073640","Rpl27-ps3",0.119429507933463,0.224146535967192,0
"ENSMUSG00000023216","Epb4.2",0.119444794874996,0.224155902872471,0
"ENSMUSG00000075272","Ttc30a2",0.11953205794406,0.224300330417181,0
"ENSMUSG00000007872","Id3",0.119748353154951,0.22468683931194,0
"ENSMUSG00000027489","Necab3",0.119819995865457,0.224801889864431,0
"ENSMUSG00000025058","5430427O19Rik",0.11983933925349,0.224818806970076,0
"ENSMUSG00000024069","Slc30a6",0.119852765231994,0.224824621046506,0
"ENSMUSG00000072573","Gm10369",0.120027637705811,0.22513325583641,0
"ENSMUSG00000090758","Gm17178",0.120052550101883,0.22516058479222,0
"ENSMUSG00000033216","Eefsec",0.120090266705384,0.225205446694217,0
"ENSMUSG00000033701","Acbd6",0.120097158427259,0.225205446694217,0
"ENSMUSG00000054146","Krt15",0.120119107069933,0.225227205238095,0
"ENSMUSG00000081788","Gm5898",0.12013805292192,0.225243330189729,0
"ENSMUSG00000041073","Nacad",0.120154307140691,0.225254406334279,0
"ENSMUSG00000091530","Cldn20",0.120172141390518,0.225268442415444,0
"ENSMUSG00000021486","Prelid1",0.120188574249672,0.225279849331865,0
"ENSMUSG00000051579","Tceal8",0.120359600446003,0.225580997013597,0
"ENSMUSG00000021298","Gpr132",0.120371171607843,0.225583263929961,0
"ENSMUSG00000020973","Dnaaf2",0.120403515966259,0.225622505875744,0
"ENSMUSG00000040006","Ginm1",0.120412837984946,0.225622505875744,0
"ENSMUSG00000021768","Dusp13",0.120494315373902,0.225755743546061,0
"ENSMUSG00000048000","Gigyf2",0.120528872678658,0.225801057317534,0
"ENSMUSG00000032018","Sc5d",0.120563659336234,0.225815050059716,0
"ENSMUSG00000087607","Gm16034",0.120559621876801,0.225815050059716,0
"ENSMUSG00000091172","Gm17120",0.120567458632775,0.225815050059716,0
"ENSMUSG00000001768","Rin2",0.120609800412471,0.225874921701497,0
"ENSMUSG00000038807","Rap1gap2",0.120671022390899,0.225970138351304,0
"ENSMUSG00000083328","Gm11826",0.120772776130337,0.226141232401614,0
"ENSMUSG00000014303","Glis2",0.120818839411734,0.226208028279399,0
"ENSMUSG00000039470","Zdhhc2",0.120835583331855,0.226219923012969,0
"ENSMUSG00000001741","Il16",0.120872045796424,0.22625129817218,0
"ENSMUSG00000081590","Gm14413",0.120873127051611,0.22625129817218,0
"ENSMUSG00000035775","Krt20",0.120918324206077,0.226300030272985,0
"ENSMUSG00000047213","Ythdf3",0.120919950951524,0.226300030272985,0
"ENSMUSG00000021072","Tmx1",0.120953426294715,0.226343221923864,0
"ENSMUSG00000023021","Cers5",0.121013379512818,0.226435950612252,0
"ENSMUSG00000031176","Dynlt3",0.121076398561852,0.22651043451399,0
"ENSMUSG00000035840","Lysmd3",0.121084398368188,0.22651043451399,0
"ENSMUSG00000049891","Gm7984",0.121070568394141,0.22651043451399,0
"ENSMUSG00000027014","Cwc22",0.121096330571817,0.226513292626431,0
"ENSMUSG00000002010","Idh3g",0.121146009283286,0.226586749837321,0
"ENSMUSG00000021111","Papola",0.121165978012361,0.226604630814114,0
"ENSMUSG00000001039","B9d1",0.121186114587882,0.226622822598589,0
"ENSMUSG00000028699","Tspan1",0.121216974884191,0.226661063317333,0
"ENSMUSG00000041886","Macc1",0.121431193974568,0.227042126762309,0
"ENSMUSG00000058607","Rpl31-ps20",0.121485252470918,0.227123695280751,0
"ENSMUSG00000041617","Ccdc74a",0.121514583707578,0.227139521069604,0
"ENSMUSG00000091558","Gm17227",0.121508078465737,0.227139521069604,0
"ENSMUSG00000027217","Tspan18",0.121591833036688,0.227264405652622,0
"ENSMUSG00000091515","Zfp422-rs1",0.121704112722407,0.227454737580867,0
"ENSMUSG00000090369","4933411K16Rik",0.121739494853882,0.227501334117069,0
"ENSMUSG00000020827","Mink1",0.121855065440323,0.227697762398186,0
"ENSMUSG00000052837","Junb",0.121895716167891,0.22775417410669,0
"ENSMUSG00000020787","P2rx1",0.121919502653684,0.22777906910438,0
"ENSMUSG00000055027","Smyd1",0.121964459645206,0.227843508746848,0
"ENSMUSG00000025402","Nab2",0.122072247198232,0.22801369680924,0
"ENSMUSG00000036879","Phkb",0.122076507740044,0.22801369680924,0
"ENSMUSG00000030610","Det1",0.122103135736575,0.228043867900916,0
"ENSMUSG00000038084","Opa1",0.122186605658744,0.228180184576815,0
"ENSMUSG00000022996","Wnt10b",0.122206431555393,0.228197634564925,0
"ENSMUSG00000090211","Gm16050",0.122218033134489,0.228199725503514,0
"ENSMUSG00000003178","Mical3",0.122357410051795,0.228440371686616,0
"ENSMUSG00000098142","Gm7507",0.12251373061623,0.228712607549816,0
"ENSMUSG00000032262","Elovl4",0.122593486990493,0.228803687515487,0
"ENSMUSG00000064246","Chi3l1",0.122594047809846,0.228803687515487,0
"ENSMUSG00000071652","Ints5",0.122579306559856,0.228803687515487,0
"ENSMUSG00000022332","Khdrbs3",0.122628974617196,0.228849254790928,0
"ENSMUSG00000072664","Ugt3a1",0.122779189680248,0.229090310124158,0
"ENSMUSG00000097345","AA543186",0.122774060467982,0.229090310124158,0
"ENSMUSG00000020166","Cnot2",0.122795972477602,0.229101989614351,0
"ENSMUSG00000015335","Zdhhc12",0.122897198874775,0.229271201088495,0
"ENSMUSG00000046110","Serinc4",0.123012441513352,0.229466529362281,0
"ENSMUSG00000030983","Bccip",0.123053946943647,0.229524287089629,0
"ENSMUSG00000083429","Gm15198",0.123067866688814,0.229530585597718,0
"ENSMUSG00000025277","Abhd6",0.123238629300815,0.229829381403806,0
"ENSMUSG00000019710","Mrpl24",0.123300588505575,0.229905542339403,0
"ENSMUSG00000048478","Spata33",0.123292935741373,0.229905542339403,0
"ENSMUSG00000052915","Msl1",0.123348298437909,0.229961536469792,0
"ENSMUSG00000082120","Gm15720",0.123351744196143,0.229961536469792,0
"ENSMUSG00000032014","Oaf",0.123429213435591,0.230086257873641,0
"ENSMUSG00000029346","Srrd",0.123443028530454,0.230092309429496,0
"ENSMUSG00000069114","Zbtb10",0.123553172048904,0.23027789647091,0
"ENSMUSG00000061313","Ddhd2",0.123600288060349,0.230345991385196,0
"ENSMUSG00000025920","Stau2",0.123682690783635,0.230434703015251,0
"ENSMUSG00000027810","Eif2a",0.123681144174992,0.230434703015251,0
"ENSMUSG00000034613","Ppm1h",0.123690227340785,0.230434703015251,0
"ENSMUSG00000043085","Tmem82",0.123676370593771,0.230434703015251,0
"ENSMUSG00000071262","Zfp957",0.123780299036294,0.230582774905379,0
"ENSMUSG00000027006","Dnajc10",0.123872690917155,0.230735143220172,0
"ENSMUSG00000037017","Zscan21",0.123893521569702,0.230754201222858,0
"ENSMUSG00000020377","Ltc4s",0.12399500924941,0.230922153908287,0
"ENSMUSG00000099296","RP24-317L6.1",0.124004910263276,0.230922153908287,0
"ENSMUSG00000020042","Btbd11",0.124036472871666,0.230951762143413,0
"ENSMUSG00000040840","4930579G18Rik",0.124042026307608,0.230951762143413,0
"ENSMUSG00000097731","2700016F22Rik",0.124168682711466,0.231167811810444,0
"ENSMUSG00000074890","Lcmt2",0.124203213973292,0.231192559115298,0
"ENSMUSG00000083218","Gm16425",0.124194387040498,0.231192559115298,0
"ENSMUSG00000067642","Gpr113",0.12422036969473,0.23120472502556,0
"ENSMUSG00000000326","Comt",0.124388388200713,0.231497657678042,0
"ENSMUSG00000024766","Lipo1",0.124456399204803,0.231527208403148,0
"ENSMUSG00000026241","Nppc",0.124440318220668,0.231527208403148,0
"ENSMUSG00000047388","Atmin",0.124426054079764,0.231527208403148,0
"ENSMUSG00000069268","Hist1h2bf",0.124457439710718,0.231527208403148,0
"ENSMUSG00000082593","Gm11331",0.124440940687128,0.231527208403148,0
"ENSMUSG00000074847","Gm10775",0.124495525939899,0.231578271978601,0
"ENSMUSG00000054057","A930004D18Rik",0.124550322802495,0.231660408178822,0
"ENSMUSG00000024829","Mrpl21",0.124582076146219,0.23169967365277,0
"ENSMUSG00000001095","Slc13a2",0.124660591552676,0.23176650202334,0
"ENSMUSG00000045996","Polr2k",0.124658343173189,0.23176650202334,0
"ENSMUSG00000084880","Gm14872",0.124637620099898,0.23176650202334,0
"ENSMUSG00000087523","Gm12319",0.124641806853925,0.23176650202334,0
"ENSMUSG00000020828","Pld2",0.12496999408601,0.232262398945409,0
"ENSMUSG00000026180","Cxcr2",0.124963135083985,0.232262398945409,0
"ENSMUSG00000030134","Rasgef1a",0.124968845370816,0.232262398945409,0
"ENSMUSG00000054263","Lifr",0.124951901572777,0.232262398945409,0
"ENSMUSG00000034139","Serpini2",0.125002039901186,0.232272457643852,0
"ENSMUSG00000038491","4930520K10Rik",0.12500741289849,0.232272457643852,0
"ENSMUSG00000083399","Gm15033",0.124990943149601,0.232272457643852,0
"ENSMUSG00000022179","4931414P19Rik",0.12503191896125,0.232293228777353,0
"ENSMUSG00000043336","Filip1l",0.125040538629818,0.232293228777353,0
"ENSMUSG00000074365","Crxos1",0.125050601316916,0.232293228777353,0
"ENSMUSG00000020460","Rps27a",0.12507530558311,0.232319296804871,0
"ENSMUSG00000078861","Zfp931",0.12508821399485,0.232323452216506,0
"ENSMUSG00000074412","Gm10689",0.125135193493946,0.232390880965341,0
"ENSMUSG00000022098","Bmp1",0.125169850024911,0.232435414951582,0
"ENSMUSG00000094460","Gm21560",0.125196181060325,0.232464482547066,0
"ENSMUSG00000019878","Hsf2",0.12526940220228,0.23254094094013,0
"ENSMUSG00000060798","Intu",0.125263220046839,0.23254094094013,0
"ENSMUSG00000081857","Gm13624",0.125256695948648,0.23254094094013,0
"ENSMUSG00000050973","Gdpgp1",0.125291285247895,0.232561733407105,0
"ENSMUSG00000039552","Rsph4a",0.125371209339486,0.232690247104003,0
"ENSMUSG00000059647","Gm10068",0.125511857541696,0.232931433853913,0
"ENSMUSG00000022390","Zc3h7b",0.125654234723321,0.233175787944205,0
"ENSMUSG00000034789","Rab24",0.125699110875556,0.233239183744287,0
"ENSMUSG00000085445","Gm16348",0.125720256361318,0.233258539393409,0
"ENSMUSG00000029020","Mfn2",0.12579181531867,0.23337141979572,0
"ENSMUSG00000035521","Gnptg",0.125824762772095,0.233412654252836,0
"ENSMUSG00000030177","Ccdc77",0.125849868748148,0.233439336501315,0
"ENSMUSG00000028960","Ube4b",0.125867575271417,0.233447146013457,0
"ENSMUSG00000049401","Ogfr",0.125875524645261,0.233447146013457,0
"ENSMUSG00000030606","Hapln3",0.12593342182357,0.233534627471972,0
"ENSMUSG00000067925","Cxx1a",0.126020519364844,0.233676239425264,0
"ENSMUSG00000084775","Gm16741",0.126033972648061,0.233681282449408,0
"ENSMUSG00000064358","mt-Co3",0.126055416328556,0.233701138456016,0
"ENSMUSG00000021671","Poc5",0.126126522746524,0.233813055748857,0
"ENSMUSG00000006574","Slc4a1",0.126207066850844,0.233942448055319,0
"ENSMUSG00000029577","Ube3b",0.126243186655254,0.233989478688195,0
"ENSMUSG00000099122","ZFP953",0.126288385484978,0.234053327691619,0
"ENSMUSG00000024151","Msh2",0.126340094115524,0.234129229570061,0
"ENSMUSG00000035498","Cdcp1",0.126467680945171,0.234325777179347,0
"ENSMUSG00000081718","Gm8261",0.126459110591476,0.234325777179347,0
"ENSMUSG00000053044","Cd8b1",0.126540510643876,0.234440767358337,0
"ENSMUSG00000040548","Tex2",0.12655705557716,0.234451468428382,0
"ENSMUSG00000024425","Ndfip1",0.126645875272368,0.234596047864777,0
"ENSMUSG00000033634","Cml2",0.126680699207131,0.234623095400823,0
"ENSMUSG00000089662","Gm14057",0.126682030519346,0.234623095400823,0
"ENSMUSG00000043467","Zbtb37",0.126716313970055,0.234666627376835,0
"ENSMUSG00000080996","Gm4986",0.126755647986955,0.234719504322871,0
"ENSMUSG00000078377","Gm4294",0.126784437225882,0.234752847664966,0
"ENSMUSG00000056666","Retsat",0.126799564345858,0.234760890838819,0
"ENSMUSG00000024790","Sac3d1",0.126882714184484,0.234894861437959,0
"ENSMUSG00000032109","Nlrx1",0.126903682168501,0.234913703298226,0
"ENSMUSG00000047547","Cltb",0.126916904688386,0.234918205404765,0
"ENSMUSG00000097797","Gm26901",0.127026423705754,0.235100932627558,0
"ENSMUSG00000030263","Lrmp",0.127134324940024,0.235280634840978,0
"ENSMUSG00000052794","1700030K09Rik",0.1273726375527,0.235701631292803,0
"ENSMUSG00000092592","Gm20449",0.127425912369884,0.235780174928162,0
"ENSMUSG00000097858","9530052C20Rik",0.127437477731523,0.235781535454491,0
"ENSMUSG00000059406","Tmprss9",0.127452266388446,0.235788858900652,0
"ENSMUSG00000041132","N4bp2l1",0.127486258467273,0.235831704740505,0
"ENSMUSG00000097425","Vmn1r90",0.12749799569283,0.235833378439134,0
"ENSMUSG00000038425","Poli",0.127532495756602,0.235869978805716,0
"ENSMUSG00000056682","4930465K10Rik",0.127539451127688,0.235869978805716,0
"ENSMUSG00000018666","Cbx1",0.127629070069002,0.235995624636677,0
"ENSMUSG00000045625","Pigz",0.127629031740798,0.235995624636677,0
"ENSMUSG00000049878","Rlf",0.127764520052807,0.236226018349866,0
"ENSMUSG00000083913","Gm14219",0.127822057824734,0.236312331938034,0
"ENSMUSG00000028433","Ubap2",0.127845108661328,0.236334878208863,0
"ENSMUSG00000032314","Etfa",0.12789976481095,0.236415841373678,0
"ENSMUSG00000091866","Gm6257",0.127923293779744,0.236439258755311,0
"ENSMUSG00000020591","Ntsr2",0.127953999142586,0.236468775789865,0
"ENSMUSG00000064254","Ethe1",0.127960986981783,0.236468775789865,0
"ENSMUSG00000089734","Gm16108",0.128005848205443,0.236531600855603,0
"ENSMUSG00000006517","Mvd",0.128042709763036,0.236579634579568,0
"ENSMUSG00000059878","Zfp422",0.12807164173035,0.236613010192758,0
"ENSMUSG00000015882","Lcorl",0.128141271289546,0.236701477790999,0
"ENSMUSG00000057913","Gm10032",0.128133338645453,0.236701477790999,0
"ENSMUSG00000087182","Gm13334",0.128208238668164,0.236805087303352,0
"ENSMUSG00000066278","Vps37b",0.128224813183814,0.236815609757788,0
"ENSMUSG00000013091","Tmem190",0.128270833212499,0.236880508089687,0
"ENSMUSG00000004952","Rasa4",0.128321872038192,0.236952574806544,0
"ENSMUSG00000068631","Gm7676",0.12833162507666,0.236952574806544,0
"ENSMUSG00000002812","Flii",0.128359461564265,0.236983873619031,0
"ENSMUSG00000079017","Ifi27l2a",0.128510026254865,0.237241735062721,0
"ENSMUSG00000038930","Rccd1",0.128539878931963,0.237276725812087,0
"ENSMUSG00000090210","Itga10",0.128581490637989,0.237333415233544,0
"ENSMUSG00000051518","Rps19bp1",0.128812308093966,0.237739298025919,0
"ENSMUSG00000098149","Gm2193",0.128835758999994,0.237762423428741,0
"ENSMUSG00000082286","Pisd-ps1",0.128857627701339,0.237782625248843,0
"ENSMUSG00000095719","A830018L16Rik",0.129017355178333,0.238057194642554,0
"ENSMUSG00000028532","Cachd1",0.129133384939127,0.23825109521269,0
"ENSMUSG00000028641","Lepre1",0.129166371670067,0.238271570719288,0
"ENSMUSG00000034858","Fam214a",0.129164178244727,0.238271570719288,0
"ENSMUSG00000034595","Ppp1r18",0.129244070480636,0.23839470121443,0
"ENSMUSG00000028293","Slc35a1",0.129289083258842,0.238447397446676,0
"ENSMUSG00000083883","Gm14941",0.129294544433329,0.238447397446676,0
"ENSMUSG00000067231","Cyp2c65",0.129381422057744,0.238587408065319,0
"ENSMUSG00000019935","Slc17a8",0.129394425356799,0.238591177644015,0
"ENSMUSG00000050148","Ubqln2",0.129426323893478,0.238619553075248,0
"ENSMUSG00000075324","Fign",0.129442695412185,0.238619553075248,0
"ENSMUSG00000083657","Gm12245",0.129439044328851,0.238619553075248,0
"ENSMUSG00000023953","Polh",0.129568024567651,0.238830366849744,0
"ENSMUSG00000049515","Espnl",0.129624535303889,0.238914303936756,0
"ENSMUSG00000030224","Strap",0.129659324348639,0.238937967698851,0
"ENSMUSG00000038151","Prdm1",0.12964902033175,0.238937967698851,0
"ENSMUSG00000085810","Gm16325",0.129686547002627,0.238967906457401,0
"ENSMUSG00000004567","Mcoln1",0.129724473907191,0.239017562748261,0
"ENSMUSG00000079386","Gm3173",0.129738218644754,0.239022658721752,0
"ENSMUSG00000062588","Gm6104",0.129829893527492,0.239171315957609,0
"ENSMUSG00000044499","Hs3st5",0.129960208162869,0.239391123776447,0
"ENSMUSG00000092253","H2-Q3",0.13035226953853,0.240093000010435,0
"ENSMUSG00000032440","Tgfbr2",0.130391378564395,0.240124403884744,0
"ENSMUSG00000063522","2010109I03Rik",0.130383723254553,0.240124403884744,0
"ENSMUSG00000038259","Gdf5",0.130487165727659,0.240280477463999,0
"ENSMUSG00000057762","Gm6169",0.13049824521413,0.240280556204061,0
"ENSMUSG00000067219","Nipal1",0.130612716360814,0.240470989250849,0
"ENSMUSG00000028619","Tceanc2",0.130658070950547,0.240528709484381,0
"ENSMUSG00000072492","Gm10364",0.130666163569509,0.240528709484381,0
"ENSMUSG00000080763","Gm12341",0.130735386519835,0.240635787954289,0
"ENSMUSG00000028064","Sema4a",0.130794662473432,0.240706319023698,0
"ENSMUSG00000033579","Fa2h",0.130806874299268,0.240706319023698,0
"ENSMUSG00000084138","Gm14915",0.130806323682059,0.240706319023698,0
"ENSMUSG00000029661","Col1a2",0.130878396949537,0.240817577754257,0
"ENSMUSG00000018567","Gabarap",0.130984199434496,0.240991887593038,0
"ENSMUSG00000086050","Gm16045",0.131012541685423,0.241023664444258,0
"ENSMUSG00000031640","Klkb1",0.131098735473423,0.241161856357575,0
"ENSMUSG00000049556","Lingo1",0.131118006075805,0.241176927194691,0
"ENSMUSG00000032479","Map4",0.131133915953627,0.241185814330186,0
"ENSMUSG00000039515","Ppp2r4",0.131147787310667,0.241190950966424,0
"ENSMUSG00000095343","Gm6132",0.131164610778261,0.241201515436568,0
"ENSMUSG00000025978","Rftn2",0.131175900417337,0.241201902701507,0
"ENSMUSG00000044041","Krt13",0.131199775780209,0.24120570339261,0
"ENSMUSG00000081953","Gm12435",0.131200125835987,0.24120570339261,0
"ENSMUSG00000073982","Rhog",0.131222446242483,0.241226368077775,0
"ENSMUSG00000063802","Hspbp1",0.131267216781808,0.241288295893004,0
"ENSMUSG00000035349","Mia2",0.131320823867824,0.241366454742625,0
"ENSMUSG00000036718","Micall2",0.131355348511939,0.241409530006199,0
"ENSMUSG00000020526","Znhit3",0.13140211782081,0.241475099778581,0
"ENSMUSG00000044854","1700056E22Rik",0.131495680908761,0.241606251081495,0
"ENSMUSG00000091022","Gm3115",0.13148517179873,0.241606251081495,0
"ENSMUSG00000019302","Atp6v0a1",0.131517832638736,0.241610165304925,0
"ENSMUSG00000025793","Hgs",0.13155279757336,0.241610165304925,0
"ENSMUSG00000028228","Cpne3",0.131550955350541,0.241610165304925,0
"ENSMUSG00000029467","Atp2a2",0.131544935488509,0.241610165304925,0
"ENSMUSG00000040938","Slc16a11",0.131553300239979,0.241610165304925,0
"ENSMUSG00000068299","1700019G17Rik",0.131680952533996,0.241824210680525,0
"ENSMUSG00000058297","Spock2",0.131698983022036,0.241836923024017,0
"ENSMUSG00000067338","Tuba3b",0.131718998080954,0.241853277154461,0
"ENSMUSG00000087639","Gm15512",0.131805888007742,0.241992409159769,0
"ENSMUSG00000039672","Kcne2",0.131860836294096,0.242072878569759,0
"ENSMUSG00000039798","2600006K01Rik",0.13187524098438,0.2420789099048,0
"ENSMUSG00000021959","Lats2",0.13189578174337,0.242096203046532,0
"ENSMUSG00000093688","Gm8488",0.131914528059538,0.242110199830062,0
"ENSMUSG00000086922","Gm13835",0.131951241436206,0.242157167437212,0
"ENSMUSG00000018707","Dync1h1",0.13210271945512,0.24241472566229,0
"ENSMUSG00000024066","Xdh",0.132148819520934,0.242478883252444,0
"ENSMUSG00000073400","Trim10",0.132242574144465,0.242630463652381,0
"ENSMUSG00000016995","Matn4",0.132567967099116,0.243206978319276,0
"ENSMUSG00000078517","Emc1",0.13273359302302,0.243490314602643,0
"ENSMUSG00000063889","Crem",0.132866052358902,0.243712766526721,0
"ENSMUSG00000038160","Atg5",0.132931952302211,0.243813103080997,0
"ENSMUSG00000026200","Glb1l",0.133018506281761,0.243951301512949,0
"ENSMUSG00000028556","Dock7",0.133037259438648,0.243965142793027,0
"ENSMUSG00000048078","Tenm4",0.13305865382994,0.243983824857375,0
"ENSMUSG00000041828","Abca8a",0.133184306760232,0.244193661990653,0
"ENSMUSG00000046793","Gpr61",0.133224741881319,0.244247229936691,0
"ENSMUSG00000071690","Gm10344",0.133250422206328,0.244267056609931,0
"ENSMUSG00000090957","Gm7535",0.133257996020217,0.244267056609931,0
"ENSMUSG00000020659","Cbll1",0.133296850493843,0.24431770770344,0
"ENSMUSG00000002603","Tgfb1",0.13331887021256,0.244337496708279,0
"ENSMUSG00000000359","Rem1",0.133428082142902,0.244517068714909,0
"ENSMUSG00000039419","Cntnap2",0.133484028758593,0.244599005984625,0
"ENSMUSG00000018599","Mief2",0.133572767416368,0.244695309505025,0
"ENSMUSG00000027104","Atf2",0.133563157780503,0.244695309505025,0
"ENSMUSG00000029082","Bst1",0.133592781625866,0.244695309505025,0
"ENSMUSG00000031639","Tlr3",0.133559475364357,0.244695309505025,0
"ENSMUSG00000081311","Gm12197",0.133585981284328,0.244695309505025,0
"ENSMUSG00000001576","Ergic1",0.133607317124167,0.244701346101643,0
"ENSMUSG00000027550","Lrrcc1",0.133628929956534,0.24472034270556,0
